Country,NHS_Region,Date,cases_new,cases_new_smoothed
England,Midlands,2020-07-04,107.0,156.85714285714286
England,Midlands,2020-07-05,163.0,157.85714285714286
England,Midlands,2020-07-06,190.0,165.85714285714286
England,Midlands,2020-07-07,167.0,165.28571428571428
England,Midlands,2020-07-08,174.0,169.14285714285714
England,Midlands,2020-07-09,213.0,157.57142857142858
England,Midlands,2020-07-10,143.0,156.57142857142858
England,Midlands,2020-07-11,134.0,155.0
England,Midlands,2020-07-12,82.0,161.57142857142858
England,Midlands,2020-07-13,183.0,153.42857142857142
England,Midlands,2020-07-14,156.0,154.14285714285714
England,Midlands,2020-07-15,220.0,151.28571428571428
England,Midlands,2020-07-16,156.0,152.14285714285714
England,Midlands,2020-07-17,148.0,149.71428571428572
England,Midlands,2020-07-18,114.0,148.57142857142858
England,Midlands,2020-07-19,88.0,140.71428571428572
England,Midlands,2020-07-20,166.0,144.0
England,Midlands,2020-07-21,148.0,145.28571428571428
England,Midlands,2020-07-22,165.0,143.85714285714286
England,Midlands,2020-07-23,179.0,146.0
England,Midlands,2020-07-24,157.0,146.14285714285714
England,Midlands,2020-07-25,104.0,148.71428571428572
England,Midlands,2020-07-26,103.0,153.0
England,Midlands,2020-07-27,167.0,154.28571428571428
England,Midlands,2020-07-28,166.0,153.85714285714286
England,Midlands,2020-07-29,195.0,156.57142857142858
England,Midlands,2020-07-30,188.0,155.57142857142858
England,Midlands,2020-07-31,154.0,159.71428571428572
England,Midlands,2020-08-01,123.0,162.28571428571428
England,Midlands,2020-08-02,96.0,163.85714285714286
England,Midlands,2020-08-03,196.0,168.71428571428572
England,Midlands,2020-08-04,184.0,174.57142857142858
England,Midlands,2020-08-05,206.0,177.57142857142858
England,Midlands,2020-08-06,222.0,184.57142857142858
England,Midlands,2020-08-07,195.0,207.28571428571428
England,Midlands,2020-08-08,144.0,229.14285714285714
England,Midlands,2020-08-09,145.0,235.71428571428572
England,Midlands,2020-08-10,355.0,235.85714285714286
England,Midlands,2020-08-11,337.0,244.71428571428572
England,Midlands,2020-08-12,252.0,245.42857142857142
England,Midlands,2020-08-13,223.0,243.28571428571428
England,Midlands,2020-08-14,257.0,231.71428571428572
England,Midlands,2020-08-15,149.0,209.85714285714286
England,Midlands,2020-08-16,130.0,204.57142857142858
England,Midlands,2020-08-17,274.0,210.0
England,Midlands,2020-08-18,184.0,202.42857142857142
England,Midlands,2020-08-19,215.0,199.0
England,Midlands,2020-08-20,261.0,199.71428571428572
England,Midlands,2020-08-21,204.0,192.42857142857142
England,Midlands,2020-08-22,125.0,196.85714285714286
England,Midlands,2020-08-23,135.0,196.28571428571428
England,Midlands,2020-08-24,223.0,191.28571428571428
England,Midlands,2020-08-25,215.0,197.42857142857142
England,Midlands,2020-08-26,211.0,202.28571428571428
England,Midlands,2020-08-27,226.0,205.14285714285714
England,Midlands,2020-08-28,247.0,203.57142857142858
England,Midlands,2020-08-29,159.0,231.57142857142858
England,Midlands,2020-08-30,155.0,285.57142857142856
England,Midlands,2020-08-31,212.0,337.85714285714283
England,Midlands,2020-09-01,411.0,390.2857142857143
England,Midlands,2020-09-02,589.0,434.85714285714283
England,Midlands,2020-09-03,592.0,477.57142857142856
England,Midlands,2020-09-04,614.0,564.8571428571429
England,Midlands,2020-09-05,471.0,611.8571428571429
England,Midlands,2020-09-06,454.0,618.8571428571429
England,Midlands,2020-09-07,823.0,618.4285714285714
England,Midlands,2020-09-08,740.0,612.7142857142857
England,Midlands,2020-09-09,638.0,606.8571428571429
England,Midlands,2020-09-10,589.0,590.4285714285714
England,Midlands,2020-09-11,574.0,547.7142857142857
England,Midlands,2020-09-12,430.0,522.8571428571429
England,Midlands,2020-09-13,339.0,531.0
England,Midlands,2020-09-14,524.0,554.8571428571429
England,Midlands,2020-09-15,566.0,592.4285714285714
England,Midlands,2020-09-16,695.0,648.7142857142857
England,Midlands,2020-09-17,756.0,722.7142857142857
England,Midlands,2020-09-18,837.0,781.7142857142857
England,Midlands,2020-09-19,824.0,826.0
England,Midlands,2020-09-20,857.0,866.0
England,Midlands,2020-09-21,937.0,903.7142857142857
England,Midlands,2020-09-22,876.0,915.7142857142857
England,Midlands,2020-09-23,975.0,923.8571428571429
England,Midlands,2020-09-24,1020.0,927.7142857142857
England,Midlands,2020-09-25,921.0,971.7142857142857
England,Midlands,2020-09-26,881.0,1038.4285714285713
England,Midlands,2020-09-27,884.0,1155.5714285714287
England,Midlands,2020-09-28,1245.0,1284.0
England,Midlands,2020-09-29,1343.0,1456.857142857143
England,Midlands,2020-09-30,1795.0,1580.142857142857
England,Midlands,2020-10-01,1919.0,1715.7142857142858
England,Midlands,2020-10-02,2131.0,1924.7142857142858
England,Midlands,2020-10-03,1744.0,2118.4285714285716
England,Midlands,2020-10-04,1833.0,2277.0
England,Midlands,2020-10-05,2708.0,2456.8571428571427
England,Midlands,2020-10-06,2699.0,2526.1428571428573
England,Midlands,2020-10-07,2905.0,2566.0
England,Midlands,2020-10-08,3178.0,2591.0
England,Midlands,2020-10-09,2616.0,2666.0
England,Midlands,2020-10-10,2023.0,2712.5714285714284
England,Midlands,2020-10-11,2008.0,2772.714285714286
England,Midlands,2020-10-12,3233.0,2743.8571428571427
England,Midlands,2020-10-13,3025.0,2782.0
England,Midlands,2020-10-14,3326.0,2835.4285714285716
England,Midlands,2020-10-15,2976.0,2868.1428571428573
England,Midlands,2020-10-16,2883.0,3051.0
England,Midlands,2020-10-17,2397.0,3239.714285714286
England,Midlands,2020-10-18,2237.0,3377.4285714285716
England,Midlands,2020-10-19,4513.0,3549.714285714286
England,Midlands,2020-10-20,4346.0,3682.4285714285716
England,Midlands,2020-10-21,4290.0,3763.5714285714284
England,Midlands,2020-10-22,4182.0,3876.1428571428573
England,Midlands,2020-10-23,3812.0,3934.1428571428573
England,Midlands,2020-10-24,2965.0,3942.0
England,Midlands,2020-10-25,3025.0,3988.4285714285716
England,Midlands,2020-10-26,4919.0,4035.4285714285716
England,Midlands,2020-10-27,4401.0,4141.285714285715
England,Midlands,2020-10-28,4615.0,4202.714285714285
England,Midlands,2020-10-29,4511.0,4168.714285714285
England,Midlands,2020-10-30,4553.0,4434.285714285715
England,Midlands,2020-10-31,3395.0,4568.714285714285
England,Midlands,2020-11-01,2787.0,4597.142857142857
England,Midlands,2020-11-02,6778.0,4661.285714285715
England,Midlands,2020-11-03,5342.0,4727.0
England,Midlands,2020-11-04,4814.0,4808.0
England,Midlands,2020-11-05,4960.0,5041.571428571428
England,Midlands,2020-11-06,5013.0,5050.0
England,Midlands,2020-11-07,3962.0,5174.571428571428
England,Midlands,2020-11-08,4422.0,5359.857142857143
England,Midlands,2020-11-09,6837.0,5395.428571428572
England,Midlands,2020-11-10,6214.0,5410.428571428572
England,Midlands,2020-11-11,6111.0,5417.857142857143
England,Midlands,2020-11-12,5209.0,5270.714285714285
England,Midlands,2020-11-13,5118.0,5137.285714285715
England,Midlands,2020-11-14,4014.0,4974.857142857143
England,Midlands,2020-11-15,3392.0,4728.142857142857
England,Midlands,2020-11-16,5903.0,4528.428571428572
England,Midlands,2020-11-17,5077.0,4330.857142857143
England,Midlands,2020-11-18,4384.0,4136.285714285715
England,Midlands,2020-11-19,3811.0,4003.5714285714284
England,Midlands,2020-11-20,3735.0,3706.285714285714
England,Midlands,2020-11-21,2652.0,3472.4285714285716
England,Midlands,2020-11-22,2463.0,3307.1428571428573
England,Midlands,2020-11-23,3822.0,3166.5714285714284
England,Midlands,2020-11-24,3440.0,3009.714285714286
England,Midlands,2020-11-25,3227.0,2915.8571428571427
England,Midlands,2020-11-26,2827.0,2834.285714285714
England,Midlands,2020-11-27,2637.0,2731.1428571428573
England,Midlands,2020-11-28,1995.0,2624.285714285714
England,Midlands,2020-11-29,1892.0,2546.4285714285716
England,Midlands,2020-11-30,3100.0,2506.8571428571427
England,Midlands,2020-12-01,2692.0,2481.8571428571427
England,Midlands,2020-12-02,2682.0,2472.4285714285716
England,Midlands,2020-12-03,2550.0,2495.4285714285716
England,Midlands,2020-12-04,2462.0,2518.4285714285716
England,Midlands,2020-12-05,1929.0,2571.0
England,Midlands,2020-12-06,2053.0,2617.5714285714284
England,Midlands,2020-12-07,3261.0,2691.5714285714284
England,Midlands,2020-12-08,3060.0,2788.714285714286
England,Midlands,2020-12-09,3008.0,2847.1428571428573
England,Midlands,2020-12-10,3068.0,2888.0
England,Midlands,2020-12-11,3142.0,3044.5714285714284
England,Midlands,2020-12-12,2338.0,3166.1428571428573
England,Midlands,2020-12-13,2339.0,3265.4285714285716
England,Midlands,2020-12-14,4357.0,3365.285714285714
England,Midlands,2020-12-15,3911.0,3449.714285714286
England,Midlands,2020-12-16,3703.0,3529.4285714285716
England,Midlands,2020-12-17,3767.0,3747.714285714286
England,Midlands,2020-12-18,3733.0,3884.4285714285716
England,Midlands,2020-12-19,2896.0,4017.4285714285716
England,Midlands,2020-12-20,3867.0,4158.857142857143
England,Midlands,2020-12-21,5314.0,4122.714285714285
England,Midlands,2020-12-22,4842.0,3830.8571428571427
England,Midlands,2020-12-23,4693.0,4047.285714285714
England,Midlands,2020-12-24,3514.0,4279.428571428572
England,Midlands,2020-12-25,1690.0,4315.142857142857
England,Midlands,2020-12-26,4411.0,5049.714285714285
England,Midlands,2020-12-27,5492.0,5725.0
England,Midlands,2020-12-28,5564.0,6291.285714285715
England,Midlands,2020-12-29,9984.0,6710.571428571428
England,Midlands,2020-12-30,9420.0,7360.857142857143
England,Midlands,2020-12-31,7478.0,7693.571428571428
England,Midlands,2021-01-01,4625.0,8521.857142857143
England,Midlands,2021-01-02,8963.0,8424.857142857143
England,Midlands,2021-01-03,7821.0,8325.285714285714
England,Midlands,2021-01-04,11362.0,8356.0
England,Midlands,2021-01-05,9305.0,8745.714285714286
England,Midlands,2021-01-06,8723.0,8358.42857142857
England,Midlands,2021-01-07,7693.0,8086.571428571428
England,Midlands,2021-01-08,7353.0,7795.428571428572
England,Midlands,2021-01-09,6252.0,7701.428571428572
England,Midlands,2021-01-10,5918.0,7600.0
England,Midlands,2021-01-11,9324.0,7609.285714285715
England,Midlands,2021-01-12,8647.0,7640.142857142857
England,Midlands,2021-01-13,8013.0,7547.428571428572
England,Midlands,2021-01-14,7758.0,7511.0
England,Midlands,2021-01-15,7569.0,7384.0
England,Midlands,2021-01-16,5603.0,7256.857142857143
England,Midlands,2021-01-17,5663.0,7098.285714285715
England,Midlands,2021-01-18,8435.0,6864.857142857143
England,Midlands,2021-01-19,7757.0,6621.857142857143
England,Midlands,2021-01-20,6903.0,6428.571428571428
England,Midlands,2021-01-21,6124.0,5981.0
England,Midlands,2021-01-22,5868.0,5521.285714285715
England,Midlands,2021-01-23,4250.0,5226.571428571428
England,Midlands,2021-01-24,2530.0,4994.428571428572
England,Midlands,2021-01-25,5217.0,4864.857142857143
England,Midlands,2021-01-26,5694.0,4675.142857142857
England,Midlands,2021-01-27,5278.0,4549.714285714285
England,Midlands,2021-01-28,5217.0,4644.0
England,Midlands,2021-01-29,4540.0,4571.142857142857
England,Midlands,2021-01-30,3372.0,4361.285714285715
England,Midlands,2021-01-31,3190.0,4183.285714285715
England,Midlands,2021-02-01,4707.0,3981.285714285714
England,Midlands,2021-02-02,4225.0,3807.0
England,Midlands,2021-02-03,4032.0,3695.8571428571427
England,Midlands,2021-02-04,3803.0,3586.4285714285716
England,Midlands,2021-02-05,3320.0,3421.5714285714284
England,Midlands,2021-02-06,2594.0,3249.0
England,Midlands,2021-02-07,2424.0,3088.714285714286
England,Midlands,2021-02-08,3553.0,2950.4285714285716
England,Midlands,2021-02-09,3017.0,2865.0
England,Midlands,2021-02-10,2910.0,2775.1428571428573
England,Midlands,2021-02-11,2835.0,2698.4285714285716
England,Midlands,2021-02-12,2722.0,2677.0
England,Midlands,2021-02-13,1965.0,2654.285714285714
England,Midlands,2021-02-14,1887.0,2618.8571428571427
England,Midlands,2021-02-15,3403.0,2578.285714285714
England,Midlands,2021-02-16,2858.0,2523.1428571428573
England,Midlands,2021-02-17,2662.0,2486.714285714286
England,Midlands,2021-02-18,2551.0,2472.1428571428573
England,Midlands,2021-02-19,2336.0,2381.1428571428573
England,Midlands,2021-02-20,1710.0,2291.1428571428573
England,Midlands,2021-02-21,1785.0,2190.1428571428573
England,Midlands,2021-02-22,2766.0,2059.5714285714284
England,Midlands,2021-02-23,2228.0,1929.7142857142858
England,Midlands,2021-02-24,1955.0,1830.4285714285713
England,Midlands,2021-02-25,1637.0,1717.4285714285713
England,Midlands,2021-02-26,1427.0,1542.857142857143
England,Midlands,2021-02-27,1015.0,1429.857142857143
England,Midlands,2021-02-28,994.0,1324.2857142857142
England,Midlands,2021-03-01,1544.0,1259.2857142857142
England,Midlands,2021-03-02,1437.0,1218.142857142857
England,Midlands,2021-03-03,1216.0,1195.5714285714287
England,Midlands,2021-03-04,1182.0,1179.7142857142858
England,Midlands,2021-03-05,1139.0,1147.857142857143
England,Midlands,2021-03-06,857.0,1108.4285714285713
England,Midlands,2021-03-07,883.0,1103.857142857143
England,Midlands,2021-03-08,1321.0,1091.4285714285713
England,Midlands,2021-03-09,1161.0,1078.857142857143
England,Midlands,2021-03-10,1184.0,1068.7142857142858
England,Midlands,2021-03-11,1095.0,1061.857142857143
England,Midlands,2021-03-12,1051.0,1059.857142857143
England,Midlands,2021-03-13,786.0,1061.4285714285713
England,Midlands,2021-03-14,835.0,1058.7142857142858
England,Midlands,2021-03-15,1307.0,1052.7142857142858
England,Midlands,2021-03-16,1172.0,1034.2857142857142
England,Midlands,2021-03-17,1165.0,1035.0
England,Midlands,2021-03-18,1053.0,1061.2857142857142
England,Midlands,2021-03-19,922.0,1037.2857142857142
England,Midlands,2021-03-20,791.0,1019.8571428571429
England,Midlands,2021-03-21,1019.0,1024.4285714285713
England,Midlands,2021-03-22,1139.0,1020.8571428571429
England,Midlands,2021-03-23,1050.0,1003.0
England,Midlands,2021-03-24,1197.0,985.1428571428571
England,Midlands,2021-03-25,1028.0,969.2857142857143
England,Midlands,2021-03-26,797.0,909.0
England,Midlands,2021-03-27,666.0,857.1428571428571
England,Midlands,2021-03-28,908.0,793.1428571428571
England,Midlands,2021-03-29,717.0,737.8571428571429
England,Midlands,2021-03-30,687.0,693.4285714285714
England,Midlands,2021-03-31,749.0,662.2857142857143
England,Midlands,2021-04-01,641.0,591.4285714285714
England,Midlands,2021-04-02,486.0,552.5714285714286
England,Midlands,2021-04-03,448.0,536.4285714285714
England,Midlands,2021-04-04,412.0,506.57142857142856
England,Midlands,2021-04-05,445.0,492.85714285714283
England,Midlands,2021-04-06,574.0,494.0
England,Midlands,2021-04-07,540.0,479.7142857142857
England,Midlands,2021-04-08,545.0,473.7142857142857
England,Midlands,2021-04-09,494.0,476.0
England,Midlands,2021-04-10,348.0,453.7142857142857
England,Midlands,2021-04-11,370.0,432.57142857142856
England,Midlands,2021-04-12,461.0,405.42857142857144
England,North East and Yorkshire,2020-01-30,1.0,97.14285714285714
England,North East and Yorkshire,2020-01-31,0.0,46.42857142857143
England,North East and Yorkshire,2020-02-01,0.0,9.0
England,North East and Yorkshire,2020-02-02,0.0,0.14285714285714285
England,North East and Yorkshire,2020-02-03,0.0,0.0
England,North East and Yorkshire,2020-02-04,0.0,0.0
England,North East and Yorkshire,2020-02-05,0.0,0.0
England,North East and Yorkshire,2020-02-06,0.0,0.0
England,North East and Yorkshire,2020-02-07,0.0,0.0
England,North East and Yorkshire,2020-02-08,0.0,0.0
England,North East and Yorkshire,2020-02-09,0.0,0.0
England,North East and Yorkshire,2020-02-10,0.0,0.0
England,North East and Yorkshire,2020-02-11,0.0,0.0
England,North East and Yorkshire,2020-02-12,0.0,0.0
England,North East and Yorkshire,2020-02-13,0.0,0.0
England,North East and Yorkshire,2020-02-14,0.0,0.0
England,North East and Yorkshire,2020-02-15,0.0,0.0
England,North East and Yorkshire,2020-02-16,0.0,0.0
England,North East and Yorkshire,2020-02-17,0.0,0.0
England,North East and Yorkshire,2020-02-18,0.0,0.0
England,North East and Yorkshire,2020-02-19,0.0,0.0
England,North East and Yorkshire,2020-02-20,0.0,0.0
England,North East and Yorkshire,2020-02-21,0.0,0.0
England,North East and Yorkshire,2020-02-22,0.0,0.0
England,North East and Yorkshire,2020-02-23,0.0,0.0
England,North East and Yorkshire,2020-02-24,0.0,0.14285714285714285
England,North East and Yorkshire,2020-02-25,0.0,0.42857142857142855
England,North East and Yorkshire,2020-02-26,0.0,0.42857142857142855
England,North East and Yorkshire,2020-02-27,1.0,0.7142857142857143
England,North East and Yorkshire,2020-02-28,2.0,1.2857142857142858
England,North East and Yorkshire,2020-02-29,0.0,2.4285714285714284
England,North East and Yorkshire,2020-03-01,2.0,2.857142857142857
England,North East and Yorkshire,2020-03-02,4.0,3.4285714285714284
England,North East and Yorkshire,2020-03-03,8.0,3.4285714285714284
England,North East and Yorkshire,2020-03-04,3.0,4.714285714285714
England,North East and Yorkshire,2020-03-05,5.0,5.285714285714286
England,North East and Yorkshire,2020-03-06,2.0,6.428571428571429
England,North East and Yorkshire,2020-03-07,9.0,8.428571428571429
England,North East and Yorkshire,2020-03-08,6.0,10.0
England,North East and Yorkshire,2020-03-09,12.0,12.428571428571429
England,North East and Yorkshire,2020-03-10,22.0,15.714285714285714
England,North East and Yorkshire,2020-03-11,14.0,17.857142857142858
England,North East and Yorkshire,2020-03-12,22.0,19.857142857142858
England,North East and Yorkshire,2020-03-13,25.0,24.857142857142858
England,North East and Yorkshire,2020-03-14,24.0,30.142857142857142
England,North East and Yorkshire,2020-03-15,20.0,40.142857142857146
England,North East and Yorkshire,2020-03-16,47.0,51.285714285714285
England,North East and Yorkshire,2020-03-17,59.0,62.0
England,North East and Yorkshire,2020-03-18,84.0,76.14285714285714
England,North East and Yorkshire,2020-03-19,100.0,92.14285714285714
England,North East and Yorkshire,2020-03-20,100.0,118.14285714285714
England,North East and Yorkshire,2020-03-21,123.0,149.71428571428572
England,North East and Yorkshire,2020-03-22,132.0,177.0
England,North East and Yorkshire,2020-03-23,229.0,209.28571428571428
England,North East and Yorkshire,2020-03-24,280.0,239.28571428571428
England,North East and Yorkshire,2020-03-25,275.0,272.42857142857144
England,North East and Yorkshire,2020-03-26,326.0,309.0
England,North East and Yorkshire,2020-03-27,310.0,348.14285714285717
England,North East and Yorkshire,2020-03-28,355.0,394.7142857142857
England,North East and Yorkshire,2020-03-29,388.0,456.14285714285717
England,North East and Yorkshire,2020-03-30,503.0,485.2857142857143
England,North East and Yorkshire,2020-03-31,606.0,524.0
England,North East and Yorkshire,2020-04-01,705.0,546.5714285714286
England,North East and Yorkshire,2020-04-02,530.0,565.1428571428571
England,North East and Yorkshire,2020-04-03,581.0,606.1428571428571
England,North East and Yorkshire,2020-04-04,513.0,628.4285714285714
England,North East and Yorkshire,2020-04-05,518.0,628.1428571428571
England,North East and Yorkshire,2020-04-06,790.0,652.1428571428571
England,North East and Yorkshire,2020-04-07,762.0,652.2857142857143
England,North East and Yorkshire,2020-04-08,703.0,658.5714285714286
England,North East and Yorkshire,2020-04-09,698.0,658.0
England,North East and Yorkshire,2020-04-10,582.0,633.4285714285714
England,North East and Yorkshire,2020-04-11,557.0,613.7142857142857
England,North East and Yorkshire,2020-04-12,514.0,627.8571428571429
England,North East and Yorkshire,2020-04-13,618.0,629.8571428571429
England,North East and Yorkshire,2020-04-14,624.0,644.0
England,North East and Yorkshire,2020-04-15,802.0,674.7142857142857
England,North East and Yorkshire,2020-04-16,712.0,703.1428571428571
England,North East and Yorkshire,2020-04-17,681.0,723.2857142857143
England,North East and Yorkshire,2020-04-18,772.0,731.4285714285714
England,North East and Yorkshire,2020-04-19,713.0,755.1428571428571
England,North East and Yorkshire,2020-04-20,759.0,771.1428571428571
England,North East and Yorkshire,2020-04-21,681.0,813.4285714285714
England,North East and Yorkshire,2020-04-22,968.0,799.0
England,North East and Yorkshire,2020-04-23,824.0,786.4285714285714
England,North East and Yorkshire,2020-04-24,977.0,799.8571428571429
England,North East and Yorkshire,2020-04-25,671.0,829.5714285714286
England,North East and Yorkshire,2020-04-26,625.0,857.0
England,North East and Yorkshire,2020-04-27,853.0,886.5714285714286
England,North East and Yorkshire,2020-04-28,889.0,883.7142857142857
England,North East and Yorkshire,2020-04-29,1160.0,871.8571428571429
England,North East and Yorkshire,2020-04-30,1031.0,862.5714285714286
England,North East and Yorkshire,2020-05-01,957.0,826.4285714285714
England,North East and Yorkshire,2020-05-02,588.0,804.2857142857143
England,North East and Yorkshire,2020-05-03,560.0,737.4285714285714
England,North East and Yorkshire,2020-05-04,600.0,690.1428571428571
England,North East and Yorkshire,2020-05-05,734.0,628.7142857142857
England,North East and Yorkshire,2020-05-06,692.0,602.8571428571429
England,North East and Yorkshire,2020-05-07,700.0,588.4285714285714
England,North East and Yorkshire,2020-05-08,527.0,599.4285714285714
England,North East and Yorkshire,2020-05-09,407.0,581.4285714285714
England,North East and Yorkshire,2020-05-10,459.0,564.1428571428571
England,North East and Yorkshire,2020-05-11,677.0,537.8571428571429
England,North East and Yorkshire,2020-05-12,608.0,531.8571428571429
England,North East and Yorkshire,2020-05-13,571.0,530.7142857142857
England,North East and Yorkshire,2020-05-14,516.0,517.1428571428571
England,North East and Yorkshire,2020-05-15,485.0,481.14285714285717
England,North East and Yorkshire,2020-05-16,399.0,471.7142857142857
England,North East and Yorkshire,2020-05-17,364.0,454.0
England,North East and Yorkshire,2020-05-18,425.0,455.14285714285717
England,North East and Yorkshire,2020-05-19,542.0,447.0
England,North East and Yorkshire,2020-05-20,447.0,435.7142857142857
England,North East and Yorkshire,2020-05-21,524.0,425.14285714285717
England,North East and Yorkshire,2020-05-22,428.0,410.0
England,North East and Yorkshire,2020-05-23,320.0,380.85714285714283
England,North East and Yorkshire,2020-05-24,290.0,371.14285714285717
England,North East and Yorkshire,2020-05-25,319.0,344.0
England,North East and Yorkshire,2020-05-26,338.0,322.57142857142856
England,North East and Yorkshire,2020-05-27,379.0,308.57142857142856
England,North East and Yorkshire,2020-05-28,334.0,299.85714285714283
England,North East and Yorkshire,2020-05-29,278.0,293.7142857142857
England,North East and Yorkshire,2020-05-30,222.0,284.85714285714283
England,North East and Yorkshire,2020-05-31,229.0,269.42857142857144
England,North East and Yorkshire,2020-06-01,276.0,257.0
England,North East and Yorkshire,2020-06-02,276.0,245.85714285714286
England,North East and Yorkshire,2020-06-03,271.0,236.71428571428572
England,North East and Yorkshire,2020-06-04,247.0,228.85714285714286
England,North East and Yorkshire,2020-06-05,200.0,222.0
England,North East and Yorkshire,2020-06-06,158.0,215.28571428571428
England,North East and Yorkshire,2020-06-07,174.0,214.85714285714286
England,North East and Yorkshire,2020-06-08,228.0,212.71428571428572
England,North East and Yorkshire,2020-06-09,229.0,226.57142857142858
England,North East and Yorkshire,2020-06-10,268.0,236.42857142857142
England,North East and Yorkshire,2020-06-11,232.0,239.42857142857142
England,North East and Yorkshire,2020-06-12,297.0,240.14285714285714
England,North East and Yorkshire,2020-06-13,227.0,242.85714285714286
England,North East and Yorkshire,2020-06-14,195.0,242.0
England,North East and Yorkshire,2020-06-15,233.0,251.28571428571428
England,North East and Yorkshire,2020-06-16,248.0,241.57142857142858
England,North East and Yorkshire,2020-06-17,262.0,235.71428571428572
England,North East and Yorkshire,2020-06-18,297.0,226.0
England,North East and Yorkshire,2020-06-19,229.0,219.85714285714286
England,North East and Yorkshire,2020-06-20,186.0,213.85714285714286
England,North East and Yorkshire,2020-06-21,127.0,201.28571428571428
England,North East and Yorkshire,2020-06-22,190.0,181.28571428571428
England,North East and Yorkshire,2020-06-23,206.0,172.42857142857142
England,North East and Yorkshire,2020-06-24,174.0,169.71428571428572
England,North East and Yorkshire,2020-06-25,157.0,167.28571428571428
England,North East and Yorkshire,2020-06-26,167.0,161.71428571428572
England,North East and Yorkshire,2020-06-27,167.0,151.28571428571428
England,North East and Yorkshire,2020-06-28,110.0,147.57142857142858
England,North East and Yorkshire,2020-06-29,151.0,142.0
England,North East and Yorkshire,2020-06-30,133.0,134.85714285714286
England,North East and Yorkshire,2020-07-01,148.0,123.71428571428571
England,North East and Yorkshire,2020-07-02,118.0,122.28571428571429
England,North East and Yorkshire,2020-07-03,117.0,121.85714285714286
England,North East and Yorkshire,2020-07-04,89.0,120.0
England,North East and Yorkshire,2020-07-05,100.0,118.71428571428571
England,North East and Yorkshire,2020-07-06,148.0,119.14285714285714
England,North East and Yorkshire,2020-07-07,120.0,117.57142857142857
England,North East and Yorkshire,2020-07-08,139.0,118.71428571428571
England,North East and Yorkshire,2020-07-09,121.0,119.57142857142857
England,North East and Yorkshire,2020-07-10,106.0,120.28571428571429
England,North East and Yorkshire,2020-07-11,97.0,125.14285714285714
England,North East and Yorkshire,2020-07-12,106.0,126.0
England,North East and Yorkshire,2020-07-13,153.0,124.85714285714286
England,North East and Yorkshire,2020-07-14,154.0,127.14285714285714
England,North East and Yorkshire,2020-07-15,145.0,128.71428571428572
England,North East and Yorkshire,2020-07-16,113.0,129.28571428571428
England,North East and Yorkshire,2020-07-17,122.0,126.71428571428571
England,North East and Yorkshire,2020-07-18,108.0,122.14285714285714
England,North East and Yorkshire,2020-07-19,110.0,120.28571428571429
England,North East and Yorkshire,2020-07-20,135.0,122.14285714285714
England,North East and Yorkshire,2020-07-21,122.0,122.57142857142857
England,North East and Yorkshire,2020-07-22,132.0,121.57142857142857
England,North East and Yorkshire,2020-07-23,126.0,121.0
England,North East and Yorkshire,2020-07-24,125.0,125.28571428571429
England,North East and Yorkshire,2020-07-25,101.0,131.57142857142858
England,North East and Yorkshire,2020-07-26,106.0,141.0
England,North East and Yorkshire,2020-07-27,165.0,146.28571428571428
England,North East and Yorkshire,2020-07-28,166.0,146.28571428571428
England,North East and Yorkshire,2020-07-29,198.0,145.42857142857142
England,North East and Yorkshire,2020-07-30,163.0,145.42857142857142
England,North East and Yorkshire,2020-07-31,125.0,146.57142857142858
England,North East and Yorkshire,2020-08-01,95.0,148.28571428571428
England,North East and Yorkshire,2020-08-02,106.0,147.42857142857142
England,North East and Yorkshire,2020-08-03,173.0,155.57142857142858
England,North East and Yorkshire,2020-08-04,178.0,158.85714285714286
England,North East and Yorkshire,2020-08-05,192.0,163.28571428571428
England,North East and Yorkshire,2020-08-06,220.0,165.14285714285714
England,North East and Yorkshire,2020-08-07,148.0,178.42857142857142
England,North East and Yorkshire,2020-08-08,126.0,187.57142857142858
England,North East and Yorkshire,2020-08-09,119.0,191.42857142857142
England,North East and Yorkshire,2020-08-10,266.0,194.28571428571428
England,North East and Yorkshire,2020-08-11,242.0,201.85714285714286
England,North East and Yorkshire,2020-08-12,219.0,202.14285714285714
England,North East and Yorkshire,2020-08-13,240.0,198.42857142857142
England,North East and Yorkshire,2020-08-14,201.0,184.28571428571428
England,North East and Yorkshire,2020-08-15,128.0,173.42857142857142
England,North East and Yorkshire,2020-08-16,93.0,170.57142857142858
England,North East and Yorkshire,2020-08-17,167.0,166.71428571428572
England,North East and Yorkshire,2020-08-18,166.0,162.85714285714286
England,North East and Yorkshire,2020-08-19,199.0,162.71428571428572
England,North East and Yorkshire,2020-08-20,213.0,166.71428571428572
England,North East and Yorkshire,2020-08-21,174.0,170.57142857142858
England,North East and Yorkshire,2020-08-22,127.0,173.42857142857142
England,North East and Yorkshire,2020-08-23,121.0,172.57142857142858
England,North East and Yorkshire,2020-08-24,194.0,180.85714285714286
England,North East and Yorkshire,2020-08-25,186.0,189.42857142857142
England,North East and Yorkshire,2020-08-26,193.0,206.85714285714286
England,North East and Yorkshire,2020-08-27,271.0,218.85714285714286
England,North East and Yorkshire,2020-08-28,234.0,233.14285714285714
England,North East and Yorkshire,2020-08-29,249.0,262.42857142857144
England,North East and Yorkshire,2020-08-30,205.0,308.57142857142856
